address,txn_cnt,iter,label
0x3c95bb8dc87fbf56d9bb4eea0f36b4e90b9f134c,165,0,phish_start
0xf2effc1cd320ff062bae8649d150dbea3cb6b189,68,0,phish_start
0x61a958a47c5640521224caed0873c6aab157fdfa,58,0,phish_start
0xc2b25d3fd72293c3d5572c749cb8d3213ad9c6ba,180,0,phish_start
0xa9d499f4e14d5046cbdfd01cde3e8c3ea0ac94d7,135,0,phish_start
0x7192ae7bb891159788fe9788d151463983cca869,103,0,phish_start
0x36d2dc663364f8eac6dd560ba7fc2adc56e6c87e,36,0,phish_start
0x0e7fd9cd082a6da1e383e5a0ffb8041ca14ddc94,186,0,phish_start
0x7a376c1bc2f1a041d676b6a0307044d8ed8314d2,131,0,phish_start
0xf724d6e04ea78c3e0b62f020e792cb8a7e1929f6,88,0,phish_start
0x3cb3cca6185bff079b69dcb1fc2256dd8932632b,411,0,phish_start
0xfae752581b9fd547c1652d7a417efced94abd9e3,500,0,phish_start
0xfcfc035dd135a389e32aa2f2600cd1ffcb737073,4,1,
0xdc4cd169b404c591dd8d59bc57b154b9b6461c7b,5,1,
0x02ba87ac364be3d4375905a7fb7bec24d046e5ca,5,1,
0x6b16582fb1251e337cbd7bbdb6eb65040dceee5e,2,1,
0x395ff7f716d0039e2d46931f0e966d0481cfe6aa,2,1,
0x0928ed481bbf6fae59ef07bd7b30da235064057e,5,1,
0xa1ba1d5725df8e92a3645ab471b20599af745ec2,3,1,
0x1f046702a48fd42f0af7c6dc4ba03baca5eec501,4,1,
0x93d75e9ba0f8419df5911e260f8029756a0ff63d,2,1,
0xf2616c376883a5a89240c2c2dffc108418b7d867,1,1,
0xb72910b0e9f6469dea300d6a175733f0c589c2f4,4,1,
0x95500d63c1e3372795152c7a960596f622852b1a,3,2,
